review,sentiment
"This is an excellent anime movie. It is well animated, has a good intricate plot and very good music. I understand that some may think of it as a little long, but I think that it is a good length and the animation is good traditional anime.<br /><br />THREE CHARACTERS:<br /><br />The way they use Tenkai is masterly. For example the body double showing up at all these locations adds to the ominous tone of the movie. The design of Tenkai is good too, the way he looks as a monk and in the end scene the armour he is wearing.<br /><br />The old man Andou is down to earth and a very likable character. When Jiro meets him it's a turning point in the movie.<br /><br />Sanpei, the Satsuma Shinobi who infiltrated Tenkais clan saves Jiros life twice. He stays in the background most of the movie though, but he is really one of the heroes of the movie.<br /><br />THE PLOT: The plot is good. It is traditional without being unoriginal. The historical time it is acted out in is interesting, The meiji restoration. The treasure is sought after by Tenkai to restore the shogunate while when Jiro finds it he uses it to help the anti-shogunate forces overthrow the shogunate.<br /><br />The way Tenkai tricks Jiro is interesting and has sort of a ""Hamlet"" feel to it. There is also a sweet irony to the fact that if Tenkai had not gotten Jiro to become a shinobi I don't think that he had been able to kill him in the end(Maybe by firearm, but not hand to hand combat weapons).<br /><br />The plot with all the death makes it mostly very dark, but there's some light moments when we see some of Jiros childhood memories. All in all it's a good, dark, intricate plot.<br /><br />THE MUSIC: The opening theme for example is very good with the electric guitar and drums. They occasionally in that piece use what I believe to be taiko drums, but i'm not sure.<br /><br />There is a lot of good music. Like the one played while they are traveling to the Iga shinobi. I believe the piece is called ""Numatou"" and has an incredible flute in it. The flute might be a pan flute, but more probably a shakuhachi.<br /><br />The end theme ""Kamui no komoriuta"" is calm and delicate. The vocals are beautiful and so is the song in general.<br /><br />THE ANIMATION:<br /><br />The animation, while good, is not perfect and the blood that runs down the characters do sometimes appear to be orange. The transitions are interesting and I think some transitions are very nice. One example of a nice transition is when Jiro and the Iga shinobi are running, there is the sunset in the background and the music is playing. The transition is simple, but effective and has a nice feeling too it.<br /><br />MY FINAL WORDS: I think that the plot, the animation, the music and the characters make this into one of the best anime movies I have ever seen.",positive
"""Landscape after a battle"" opens with escaping prisoners over a snowy field full of fences - in rather funny movements accompanied by Vivaldis Four Seasons. A touching opening. But we soon enough learn to know these prisoners as a mob, and when they (also treated humouristic) burry a man alive, the protagonist stops for a moment, but is soon more engaged in finding books from the turndowned camp than caring about his neighbour.<br /><br />The rest of the film is set in an American camp from where the prisoners are not released, in some kind of semi freedom, semi camp. A perfect set for a study of war criminality, American camps, Polish nationalism, Catholisism, grief and human misery in general.<br /><br />Film makes an important turn. In comes women, and with them film changes light, colour and temper. At the same time it turns out that these prisoners were slaves in Holocaust. I think a main underlying political theme of the film must mankind's treatments of Jews under and after the world war, and not only the Nazi exterminations, but mankind letting it happen - and even forcing them out of Europe after the war. On an emotional level the film is about grief and the problem with letting grief come, how environment makes grief difficult, and how difficult it can be to share grief for people with different experiences. <br /><br />But the film is a carpet of underlying contradictions,humour, irony and sudden beauty. A couple of times during the film a gypsy prisoner plays on an harp, an emotional tune brutally rejected (filmatically speaking) by the protagonist. That example picks up an important essence of the film's style and theme. When it comes to humour its very comic how the protagonist constantly looses and finds back his glasses, in crowds, in hay stacks etc.<br /><br />Its not hard to understand Spielberg's respect of Wajda when you see this film. The great treatment of light can be compared with Spielberg on his best. The Grunwald intermezzo speaks for itself. Narrativly it only brings the film out of the camp, but filmatically it brings the film to dream and eternity with profound beauty. Anyhow, there is also another scene I can't let go without comment. Its the Christian Supper. Undoubtly ironical, but simultaneously deeply religious we see the transsubstantiation moment, everybody falling on their knees, while the protagonist is saved from isolation by the priest to serve as a comic altar boy. His bells are mocking the scene, but also gives it emotion and love. When Nina gets her bread, sun light falls upon her and bells ring spheric, its the peak moment of the film.<br /><br />Main actors are excellent in their roles. Olbrychski as the perfect Wajda protagonist - the doubting reflecting mind, unable to put all the aspects of his mind and emotion into life. Beautiful Celinska is with great body acting debuting in a character unable to express all her inner in her proud movements.<br /><br />Those who try to describe everything, often are unable to take nothing in consideration. This is what Wajda manages. His films are either very moving, deep or beautifully shot, but pays attention to life's and society's particularity. A moment of joy for one, is the moment of irony for a second, the moment of grief for the third, a moment of nothing for the fourth.<br /><br />There is at least two reasons to pay attention to Wajdas films of this period. First is the remarkable free expression of deep political impact. This country was the first to overthrow communism twenty years later. Second is the development of a filmatic and narrative language that Kusturica has rose to grandeur.",positive
"This movie was an attempt to go into places most don't and perhaps shouldn't venture into. It was a similar trial at the bizarre, head-case perspective given to us in The Cell, although not near as in-depth and well portrayed. The plot is constructed simply with an initial campy feel to it. Then, as the movie takes its supposed ""dramatic"" turn, the plot falls apart on what few legs it had to stand on in the first place. <br /><br />Basically the idea is that of a kid (Chris McKenna) who needs money. He takes on the role of a hit man, killing a city accountant. Then he doesn't get paid for his work but instead gets tortured for several days because he dreamed up the ""brilliant"" idea of trying to use a backup file he had as leverage for payment. This idiotic move at trying to force them to pay him backfires as he is horribly and endlessly abused. He begins to go crazy (some very disturbing scenes). Then, thinking he has paid for his sins and can start over, he visits the wife (Kari Wuhrer) of the man who he killed and wins her affections. Soon after she discovers who he is, tragedy strikes, and revenge sweeps through the air as the boy goes after his torturers (Daniel Baldwin, George Wendt, Vernon Wells) for their previous ""kindness"".<br /><br />I got to ask though, what is it with Kari Wuhrer and horror/gore type films?<br /><br />It seems everything she has put out lately has been in this genre. Granted, I liked her in ""Eight-Legged Freaks"" and she was okay in ""Anaconda"". But despite all her obvious cuteness and allure (wow, she's hot!), she can act much better and chose better roles. Or maybe, I'm wrong and that is just a misconception. For all you guys out there, you get to see the ""fully monty"" of her in this film, although it's rather bizarre and short-lived. I almost felt like she did some soft-porn after watching this film (something not foreign to Kari's career). The sex-simulation is such that it has to make you wonder what things really go on during filming. <br /><br />Anyway, I will say there is some good acting. Just don't expect much of it from Daniel Balwin, whose career seems forever destined to second his brother Alex's. The film did bring out a few old greats though, George Wendt (Norm from Cheers) and Vernon Wells (Commando, Weird Science). Above all, Chris McKenna does the best job in playing the main character, Sean Crawley. His little acting experience and yet his believable nature as a naive youth, bring some elements of substance to the film. <br /><br />I wouldn't go out of my way for this one. If you're bored and are tired of the same old episodes of ""The Hitchhiker"", then I might advise watching this.<br /><br />And Kari, please start acting in some better films!",negative
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"Admittedly, Parsifal is not an opera that can appeal to everyone, although it is a favourite of mine, Knappertsbusch, 1951, in particular. Syberberg's entire approach is so static. Whenever the music suddenly begins to swell ... Syberberg keeps the cast moving at the same pace. The takes on Amfortas and Klingsor are endless. Whatever happened to film editing? The result is physically exhausting to watch. The viewer is never spiritually transported. Your impulse is to rush home and play a recording again to confirm that Wagner got it right, Syberberg got it wrong. And that set decoration with those ""clever"" reminders of Wagner's anti-Semitism -- will there ever be a viewer of this film with no prior knowledge of Wagner?",negative
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"Recently, a friend and I were discussing educational and ethical influences when we were growing up in the 1950's versus today. She mentioned Samuel Taylor Coleridge, who, in 1798, wrote The Rime of The Ancient Mariner. Both of us had been required to recite parts of the epic poem in high school and in English Literature courses in college. My friend said, ""Its messages even might be called metaphysical within today's context."" <br /><br />We tried reciting it and only remembered bits and pieces. (I have problems remembering Dr. Seuss.) I said I'd get two copies of the poem so each could read it. That was easy enough, but I was extremely surprised to find it had been made into a film. We looked forward to watching the film to see how it had been interpreted. After all, The Rime of the Ancient Mariner isn't exactly light reading. After each had read the poem, we watched the film together.<br /><br />We considered the film a remarkable achievement, especially considering it was made in the 1970's, before computers, before the so-called ""Ken Burns effect,"" and before special effects too often began compensating for a lack of substance. Particularly noteworthy are the 19th and 20th century illustrations culled from ""lesser known artists,"" such as Willy Pogany, the early Hollywood designer. <br /><br />The film is narrated by Sir Michael Redgrave, whom had taught the poem when he was a schoolmaster, adding a tone of authority and credibility in remaining true to the poem. <br /><br />Its mastery is in the layers of subtle messages, conveyed without ""instructing,"" or becoming an oppressive and obvious morality tale. We found it such a refreshing change from today's 'in your face' and 'clobber them over the head' mentality. Most of today's morality messages in film are two-dimensional: extreme violence, murder and mayhem mark the bad. The bad are really, really, bad, and good are super heroes. It is as if human character lacked any nuance. The Rime of The Ancient Mariner is a celebration of the individual, of character, of an appreciation for celebrating all the richness life has to offer, within the larger context of humanity, i.e., man's capacity to give to others. <br /><br />Proud of ourselves for having found this ""unknown"" gem, we then learned it had won the top award in its category five out of six times at ""name"" international film festivals. Another surprise was learning the film's director, Raul daSilva, is a recognized authority on early animation, and authored six award winning books about film. <br /><br />This film's message is just as relevant today, if not more so, than when Coleridge penned the original epic poem and when Raul daSilva translated it to film. If I still was teaching high school, which I did for five years, I'd grab this one and show it to all my students. There's a level of richness here that naturally leads to discussion about the big and important issues all of us face, whether in 1798, 1978, or today--in fact, as long as humanity has a spiritual component.<br /><br />Highly recommended.",positive
"Woody Allen, when at his best, has one of the sharpest pens around. He can make an acute observation and wrap it around a punch line like nobody else. However, when he's at his worst his movies can stench of pretentiousness. Unfortunately, ""Melinda and Melinda"" has this stench from opening to closing. The set up is one of his more intriguing ideas in a while. Four friends sit in a restaurant discussing whether the essence of life is comedy or drama. To help settle the argument, one man relates the beginning of a story and asks the two other men arguing (one a comic playwright, the other a dramatic playwright) whether the story is a comedy or a tragedy. The two men then continue the story and the movie plays out the stories that they weave. Now, when I first heard about this film, my understanding was that they tell the exact same story, the genre (comedy or drama) only changes by how you look at it. Now that would have been interesting. However, the stories only share one main element and a few side elements. They are entirely different stories with major plot differences. The drama is so stiffly scripted and pretentious that it can only really work as self-parody. If this was the point, then it failed because these elements prevent the audience from feeling any emotional investment in any of the characters. The comedy is the story that has moments of success, but they are still short and fleeting. Will Farrell is obviously meant to be the stand-in for Woody, but he could have played this character so much more believably without adding Woody's stutters and hand-ticks. Woody is the best at being Woody. When someone else tries, they're not playing a character, they are modeling a recognizable actor. This type of thing only pulls the audience out of the story.<br /><br />My favorite Woody Allen movies make me leave the theater a little bit lighter in spirit than I walked in. This one made me wish I could get my money back.",negative
"Beware My Lovely originated from a play written by Mel Dinelli who apparently liked writing about frightened women. His first and best effort was the screenplay for The Spiral Staircase. He also did a Loretta Young suspense thriller Cause For Alarm a couple of years earlier. The play Dinelli wrote was originally entitled The Man and it ran for 92 performances on Broadway during the 1950 season. It was Dinelli's only effort on Broadway and it starred Dorothy Gish and Richard Boone. <br /><br />The roles that Gish and Boone played are taken by Ida Lupino and Robert Ryan. For whatever reason RKO thought to eliminate the age difference. Dinelli himself rewrote his play for the screen so I'm wondering what he thought about that. Certainly the frailty issue was eliminated completely from the story.<br /><br />That wasn't the only thing that was eliminated. The people are all wearing period clothing from around World War I yet there's no reference at all to the time this story takes place in. I thought that strange and later on when the telephone company repairman comes to Ida Lupino's residence, I noticed his truck was a vintage one of the same era.<br /><br />The film is almost entirely set within Ida Lupino's home where she's hired an itinerant stranger in Robert Ryan as a handyman. The film is a great object lesson in not hiring strangers without reference. It turns out that Ryan is a schizophrenic who imprisons Lupino in her home for about a day.<br /><br />Both the leads do fine jobs even with the changes made. Films like Beware My Lovely are the stuff that a small studio like RKO did best. If this were done at MGM or Paramount the glossy trappings would have overwhelmed a solid story.",positive
"OK, so in any Wile E. Coyote-Road Runner cartoons, we know that WEC is going to set up all sorts of traps for RR, but always maim himself in various ways. That certainly happens in ""Beep, Beep"". Predictable? I guess that it is, but when you think about it, these cartoons show how the more you try to harm someone else, the more you get harmed; sort of like how Daffy Duck always tries to undermine Bugs Bunny's integrity but Bugs sees around it.<br /><br />Overall, this is another classic from the Termite Terrace crowd. Sometimes, I think that if we really had wanted to ease Cold War tensions, we could have just let the Soviet Union see Looney Tunes cartoons; I'm sure that they would have loved them. Another great one.<br /><br />PS: I learned on ""Jeopardy!"" that Wile E. Coyote's middle name is Ethelbert.",positive
"Hey what do you expect form a very low budget movie!?!? Although I haven't seen ""Dahmer"" (2002) I can say that following what the media put out about Jeff this is a pretty accurate depiction. I have studied the Jeffrey Dahmer case and learned all I can about this man. This is a low budget movie but it shows the mentality of a serial killer. If you can get past gore and see what the underlying story of a sick mind. I loved this movie! Just brace yourself for low budget and no blood. Its a story as seen through the eyes of a killer and his actions and thoughts from childhood up through his arrest. My favorite line is : ""If they had bothered to look in the back seat it might have saved a lot of lives"" Enjoy!",positive
"Only Connery could bring that particular style with a line like that Fatima crashes into Bond's arms when she water-skis up to the super agent in Nassau and apologizes, 'Oh, how reckless of me. I made you all wet.' The super agent replies, 'Yes, but my martini is still dry.'<br /><br />Barbara Carrera makes a great villain, stealing the show as SPECTRE executioner Fatima Blush Fatima is number 12 in the SPECTRE chain of command, and is a gorgeous assassin who takes intense sensations of pleasure in killing <br /><br />Fatima assumes all the deadly characteristics of Fiona, proving to be one of Bond's toughest adversaries She is a victim of her vanity She's good at what she does, and wants the world to know it But her vanity is her downfall Using every possible approach to eliminate 007, Fatima is a wild and cunning woman who makes love to the man she is about to kill <br /><br />Austrian actor Klaus-María Brandauer (Largo) does not make a very formidable opponent for 007 Referred to as number one in the SPECTRE chain of command, Largo resides in the Bahamas, and travels aboard his super yacht, the Flying Saucer <br /><br />Max Von Sydow becomes the fourth actor to appear as SPECTRE chief Ernst Stavro Blofeld, once more plotting to put the world at ransom <br /><br />Kim Basinger takes the part once owned by the lovely French actress Claudine Auger She is Domino, the mistress of Largo, who soon falls deeply in love with her rescuer <br /><br />Black actor Bernie Casey becomes the sixth actor to play CIA agent Felix Leiter after Jack Lord, Cec Linder, Rik Van Nutter, Norman Burton, and David Hedison...<br /><br />Edward Fox portrays the new, unsympathetic 'M.' Pamela Salem is the third actress to play Miss Moneypenny. Lois Maxwell was the first and Barbara Bouchet was the second.<br /><br />Valerie Leon is the sexy lady in the Bahamas who fished 007 out of the blue water and saved his life by making love to him in her own room Valerie was the Sardinian hotel receptionist in 'The Spy Who loved Me' when Bond and Anya arrive seeking Stromberg<br /><br />Prunella Gee is Shrublands physical therapist Patricia Saskia Cohen Tanugi is Nicole, Bond's Secret Service contact in the South of France <br /><br />Gavan O'Herlihy is Jack Petachi, the U.S. Air Force communications officer who duplicates the President of the United States' 'eye print' and arms two cruise missiles with nuclear warheads <br /><br />Rowan Atkinson is the bumbling foreign officer Nigel Small-Fawcett; and Alec McCowen is Algernon, the armorer who provides 007 some formidable items <br /><br />If you like to see Connery playing a tense battle of wills, disguised as a masseur, attacked by robot-controlled sharks, giving away a considerable amount of money for a tango dance, thrown into a medieval dungeon, don't miss this second of only two ""unofficial"" James Bond films",positive
"A ridiculous comedy given an arms-flailing direction. I love one of the comments here: ""Couldn't be made today"". Well, neither could ""The Philadelphia Story"" without a car chase or two. Nonetheless, does that mean the picture is worse for the wear for being old-fashioned? I don't think ""Susan Slept Here"" was good for any generation and it should fester peacefully in the memories of Debbie Reynolds-buffs. There is no sparkle in this story of a screenwriter who latches onto a much-younger girl for 'script research'. Dick Powell makes his farewell screen appearance in what must have been an embarrassment to him. Reynolds is pallid. Produced by one Harriet Parsons--who gives her famous mother Louella a number of inane plugs. *1/2 from ****",negative
"""This Man's Navy"" is, as other comments have indicated, a rare and well-filmed look at Navy lighter than air (LTA) activities. The LTA crews were justly proud that the convoys they shadowed never lost a ship to submarine attack. And the filming at the various NAS locations give a valuable glimpse at a type of aviation that is long gone. However, the first half of the movie is all about Beery, his relationship with his service pals, and him meeting the Tom Drake character and his mother, and getting Drake's leg fixed. Only then does the second film start. The second film is mostly LTAs in action, taking on a surfaced sub, guys get killed and much damage is caused. The look is fairly gritty and realistic, I imagine. Then we shift to Southeast Asia. Did the Navy have LTAs there? Never mind, this part is really wild, with a blimp being used to extract some downed aircrew from the jungle. And the Japs are shooting like mad. Shades of Vietnam, except the getaway is oh, so leisurely. This is a blimp we're talking about. In the end, a feel-good WWII drama about a very unusual part of the war.",positive
"I love Sarah Waters's Fingersmith, and was worried about the TV adaptation as I'd been disappointed by the BBC's version of Tipping the Velvet (which although beautiful to look at was let down by Keeley Hawes not being able to sing, and Rachael Stirling not being able to act). Fingersmith is a very tightly plotted novel with breath taking twists and turns and I wondered if this could be done justice to in just 3 hours.<br /><br />I needn't have worried. The adaptation was excellent, very little cut out, and went along at a cracking pace (although I did wonder whether if you hadn't read the book, would you miss things?). It had the look and feel of a BBC classic costume drama and i kept having to remind myself that this is a contemporary book.<br /><br />The acting was stellar. Sally Hawkins acting her heart out as Sue Trinder, and Elaine Cassidy, a slow burner, who by the end of the story was incandescent as Maud Lilley. The love, the passion, the realisation of the acts of betrayal both would have to perform, were written on their faces. It was a joy to watch.<br /><br />I hope Rachael Stirling was watching: that's how you play a Sarah Waters character!",positive
"When you think of brilliant Australian comedy you don't think of Skit shows (Although I'm quite partial to a bit of 80's and 90's Full Frontal) or even Sitcoms - you think of SATIRE! Something that we Australians really know how to do well. (Eg: Front Line, The Micallef Program) We know how to take the pi$$, and The Chaser's War on Everything, is a classic example of how to do it, and how to do it really well. <br /><br />I've been a huge fan of Chris Taylor and Craig Reucassel for a long time. I remember listening to them on Triple J's afternoon show. They were, and remain, two of the funniest comedians around.<br /><br />Although I was sad when they left Triple J, I was excited to find out what they were investing so much time in that made them have to leave. (They were doing CNNNN and Triple J at the same time, so I figured this was something much bigger) And what an amazingly HILARIOUS show Chaser is. Biting political and social satire at it's best.<br /><br />I'm also pleased to say that it has recently received a MUCH better time slot than Friday nights and has been moved to Wednesday nights right after Spicks and Specks. THANK YOU ABC!! Finally I don't have to tape it! :)",positive
"I first saw this in the theater in 1969 when I was 9 and immediately fell in love with it. I'm sad that Sony has not seen fit to release this on DVD (""but one day, one day...""). I recently obtained a VHS copy of this on eBay and sat down to watch it 39 years later. I'm happy to report it still stands the test of time. The acting is spot-on, John Williams' orchestrations are lush and Leslie Bricusse's songs memorable (""When I Am Older,"" ""You and I,"" ""Fill the World With Love,"" ""London Is London"" are just a few of the standouts. And not enough can be said about Peter O' Toole, Petula Clarke, Michael Redgrave and Michael Bryant's acting. Terence Rattigan deserves an A+ for his update of the James Hilton story. There really is nothing not to like about this film. It's a good cheer-me-up selection. Glad they have released the original soundtrack as a three-CD set with lots of extras. Wish Sony would hurry up and do the same with the film.",positive
"This is a children's TV series about a Mary-Sue who is at the same time, mean and bitchy. I couldn't bring my self to sit through 3 episodes of Zoey101. Not to mention that Jamie Lynn Spears can't act to save her life! What message does this show bring to kids? If you're not perfect like Zoey, you're unworthy *rollseyes*.<br /><br />It's absurd how Zoey's character is exactly the type of person who would be despised in real life yet she manages to become so popular. Then there is Chase who is basically a lovesick puppy who worships the ground Zoey walks on. Then there is the fact that all the other characters seem to have been dumbed down in order to stop them from outshining Zoey. I'm sorry but the characterization in this show = extremely unrealistic.",negative
"This is one of the worst films I've seen for years. The storyline has potential that is never realized. The actors are a poor choice, but considering the screen writing, their talent isn't wasted. I really wanted everyone dead as quickly as possible so I could get out and watch something else. Unfortunately, I did stay to the end and had a laugh at the murmurs of people moaning about how crappy this is. There wasn't booing, after all, this is England, just gentle moans about how crap that was. Then, I look on IMDb and see 288 people have given it 10 out of 10. I really just cannot see how those people are able to give that score. They must be a PR company working with the distributor. There's a hilarious set problem towards the end of the film, when in the graveyard and the hick attacks, look out for the dodgy scenery that rocks when touched (supposed to be a brick wall) - the blood effects are waaaay OTT - the film feels like everyone is making a spoof horror except the Director.",negative
"I got subjected to this pile one Wednesday afternoon when my mother-in-law was watching it. I can't get over someone basically doing a remake of a crappy high budget Hollywood flop (""the CORE"" with washed up actors like Luke Perry). If the HIGH budget one flopped, what makes people think doing the SAME movie 2 years later with NO budget would go anywhere? I was laughing through most of the movie because of how insanely similar it was (in fact I am shocked it's not held up in Legal rather than airing on TV), and how it was basically the script of the CORE just redone badly, which if you have seen ""the Core"", you know why doing it worse is funny, since the CORE was ALREADY so bad it was funny.<br /><br />If you enjoy getting a laugh out of REALLY bad movies, this one will be right up your alley. The only thing I can say, is that I wish Luke Perry was able to have a career, because he isn't a horrible actor.. he just lands horrible roles. Crappy made for TV movies that will only run on daytime television is pretty much one step closer to the end for him, if it wasn't for 90210 he would have a career.",negative
"The film disappointed me for many reasons: first of all the depiction of a future which seemed at first realistic to me was well-built but did only feature a marginal role. Then, the story itself was a weak copy of Lost in Translation. The Middle-Eastern setting, man with family meets new girl overseas, karaoke bar, the camera movements and the imagery - all that was a very bad imitation of the excellent Lost in Translation which had also credibility. This movie tries to be something brilliant and cultural: it is not. I wonder why Tim Robbins even considered doing this film!? The female main actress is awful - did she play the precog in Minority Report? And why do you have to show the vagina in a movie like this? Lost in Translation didn't have to show excessive love scenes. R-Rated just for this? This movie isn't even worth watching it from a videostore!",negative
"The film begins with a little girl (Rita) seeing her father killed. He apparently was a criminal who squealed on his fellow crooks. Later, and this part makes little sense, the girl has grown to adulthood and STILL her father's past haunts her! A bit later, Rita meets a good-for-nothing and dates him. During one of their dates, he's a bit intoxicated AND driving like a total fool. The cops give chase and he speeds away--killing a pedestrian in the meantime. Here comes the Really stupid part. He convinces her to confess to the crime, as he assures her his lawyers can get her off scot-free. Why, oh why, would she agree to this?! Yet she does and spends the next couple years in prison!! And, soon after her conviction, this boyfriend disappears--showing that he's a total heel. What a chump!!! Later, after her release, her friend (Jack La Rue) informs her about the truth about the boyfriend. Then, he explains, the boyfriend's family is loaded and she should shake them down for lots of cash for all the trouble he put her to by taking the rap. Frankly, this does make sense--as they certainly owe it to her--especially since they knew she'd go to prison and had every intention of using her and then casting her aside.<br /><br />Now the idea of bleeding money from the rich chumps is a good plot idea. However, there is no way this would have occurred in the first place because it's hard to believe anyone could be so stupid as to take the rap for a hit-and-run! In an interesting twist, the dumb lady decides on a life of crime--donning a wig and picking up a rich guy--taking him into the desert and robbing him at gunpoint! Wow...how she's changed! Apparently she loves the idea of stealing from ""phonies""--i.e., rich hypocrites. However, and this made no sense, she soon stopped doing this and began shaking down the father of the old boyfriend--why she bothered to do some petty robberies in the meantime made little sense. And, what also was a bit hard to believe was that instead of wanting money from the old jerk, she was interested in getting him to put his influence behind a mob-controlled man for mayor. Odd...very, very odd.<br /><br />In the meantime, another plot develops involving a young Alan Ladd. He's an undercover agent who has infiltrated the mob. He was chosen because he just happens to be a dead ringer for a real crook--what a cliché! But what makes no sense is that this real crook isn't in jail and is out committing crimes while the fake one is infiltrating the mob in another town.<br /><br />Eventually, evidence that Ladd is able to uncover is enough to issue warrants to the mob kingpins--including Rita. This is a case of very bad timing, as in the interim, she's made a decision to become a decent and legitimate woman, as she's met a really nice guy who she wants to marry! Wow,...what are the odds?! Overall, this is a goofy and rather dumb movie that suffers from ""kitchen sink syndrome""--in other words, there is way too many plot elements and weird twists to make the movie the least bit believable. Plus, since the movie is only a little over an hour long, it all seems very forced and contrived. It's a relatively bad B-movie from crap-studio PRC of note only for the performance of Alan Ladd just before he gained great fame the following year at Paramount.<br /><br />By the way, this DVD was released by Alpha Video---a company which sometimes releases some wonderfully obscure titles (mostly public domain) but which NEVER cleans up the prints or adds closed captions. In other words, the DVD production values are strictly 3rd-rate...at best.",negative
"That is what this movie is. Good God the special effects suck in this movie. It is difficult for anything to suck more than this movie's plot, but the special effects manage to pull it off. Let me try to explain just how bad this movie is.<br /><br />First, there is the plot. There are four punk-ass teenage dirt bikers who are riding around in a forest in Duluth, MN. One of them is a dumb-ass and tries a ridiculous jump and breaks his leg. A paramedic comes to help him, but gets stranded with them when the helicopter breaks. Then all five realize that there is a forest fire, which we see is started by some guy dumping tons of gas all over the forest. All they show us is his boots, and they show scene after scene of this guys boots walking around dumping gas and starting fires. Meanwhile, the teenagers try to escape the fire, only to find that boot man has somehow managed to get ahead of them (while they were speeding through the forest on dirt bikes!), dump gas all over the area they were riding through, and start more fires. He does this several times, and the paramedic finally catches him and starts him on fire. I won't spoil the ending, but this guy's resilience will have you shouting ""WHAT THE BLOODY HELL?!?!"" at the screen. Anyway, they are now surrounded by fire, and their only escape is through a mine which is filled with methane gas. Yes, methane gas. I'm not even going to try to describe the ending, because it is too ridiculous, and you'll enjoy it more if you don't see it coming. Which you won't, because you can't possibly expect what happens. This is because of the second major problem with this movie: consistency.<br /><br />Is some semblance of consistence too much to ask for? Apparently so. I cannot even count the number of broken limbs in this movie (they keep breaking arms and legs while crashing their bikes). I think each character breaks at least one limb, and several more than one. They then limp around until the scene ends, and then forget that they're supposed to have broken limbs. There is one scene where three of them who are supposed to have broken legs start dancing. But then their injuries suddenly return when the plot needs them to.<br /><br />Finally, the CGI. If there is a hell, it consists of watching the fire in this movie. All they did for the forest fires is line the dirt paths with CGI fire. You can clearly see that the only CGI fire is along the paths, and all of the trees more than two feet from the path are left untouched. And then they zoom out and show the whole forest being engulfed in flames. It's hard to describe in words how ridiculous it looks, but I assure you that the ridiculousness is quite impressive.<br /><br />This movie is one of those so-bad-its-good types. There are some occasions where it descends into the painful-bad category, but for the most part it stays above the line and is laughably inept. I can't wait to check out the other Nature Unleashed movies that came in the four-pack with this one.",negative
"Can it ever be said that there are some movies that have no redeeming features whatsoever? Answer: Yes, and this is one of them. After helming the appalling 'House of the Dead' director Uwe Boll has now cast his less-than-talented eye towards yet another video game adaptation. Don't these guys get it? To anyone who can't understand, here it is in block capitals for you: VIDEO GAMES DO NOT MAKE FOR GOOD MOVIES! The acting here is, at best, sub-standard. The set design and special effects are poor. Unlike the video game (which did have its scary moments) the movie has no atmosphere of impending doom, no sense of danger or menace. Pacing and plotting is confused and the paper that the script is printed on would have been better used as toilet paper. The main culprit is the director. Uwe Boll uses the camera with the grace and skill of a monkey using a paintbrush. Hackneyed zooms, swoops and pans are spliced into the whole dreary affair at unpredictable moments leaving the audience disorientated and bored. Why this guy was ever let near a movie set in the first place must stand as one of modern cinemas greatest secrets. Avoid at all costs.",negative
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical representation of dinosaurs I have ever seen. The 3D animation and animatronics are very good and make you believe you have travelled back in time. The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air.",positive
"This is only the second time I stopped a video/DVD part way through.<br /><br />I was willing to give this film the benefit of the doubt at first, even though it managed to be both shallow, clichéd and stupid.. AND joyless, plodding and pretentious.<br /><br />It was like an After School Special directed by that weird grade nine kid who thinks nobody understands him... creepy and sad, with voice-over narration that only the most deluded adolescent would consider poetry... and some singing, and... no, really, the poor child's suffering...<br /><br />Enough, already, especially when it morphed into a brazen, clumsy, and insulting Clockwork Orange ripoff. And did I mention the singing?<br /><br />This isn't the worst film I've ever seen, but certainly the one I've felt least compelled to sit through. I don't recommend it to anyone.",negative
"""In Love and War"" is a simple feel-good TV-film, and should be viewed as such.<br /><br />(Possible spoiler)<br /><br />It is the story of a WWII British soldier, Newby, captured with his commando by the Italians and imprisoned in a former orphanage. As the Italians surrender to the Allies, the commando is freed, and attempts to flee. However, the Germans arrive and the commando is captured again. Only Newby, injured, remains at large. The rest of the film recounts how he is hidden and protected by the Partisans, and his survival.<br /><br />(End of spoiler)<br /><br />Based on a true story, ""In Love and War"" is a refreshingly straightforward film. Half comedy, half romance, the story is simple and unambiguous. The 'atmosfera' is warm and sunny, and the various stereotypes (the desperately unorganized or romantic Italians, the serious stern-looking Germans and the phlegmatic and pragmatic British), although unoriginal, are still humorous. Nicola Piovani's musical score also adds to the Mediterranean flavour.<br /><br />Although it is far from being a ""Tea With Mussolini"" or a ""La Vita E Bella"", ""In Love and War"" is a sweet simple film that will put a smile, and maybe even a little tan, on your face.",positive
